rent_id,agreement_date,rent_start_date,rent_end_date,terms
2347,2024-06-11,2024-07-01,2025-11-23,Lease agreement for Villa in NY for 17 months. Condition: Fair.
2348,2024-12-31,2025-01-12,2027-07-01,Lease agreement for Villa in NY for 30 months. Condition: Fair.
2349,2023-06-13,2023-06-29,2025-09-16,Lease agreement for Apartment in TX for 27 months. Condition: Fair.
2350,2024-12-31,2025-01-17,2026-09-09,Lease agreement for Apartment in TX for 20 months. Condition: Fair.
2351,2024-12-31,2025-01-13,2027-07-02,Lease agreement for Apartment in TX for 30 months. Condition: Fair.
2352,2024-06-26,2024-07-05,2025-05-01,Lease agreement for Studio in TX for 10 months. Condition: Good.
2353,2024-12-31,2025-01-27,2027-01-17,Lease agreement for Studio in TX for 24 months. Condition: Good.
2354,2024-05-09,2024-06-01,2025-08-25,Lease agreement for Office in NY for 15 months. Condition: Fair.
2355,2024-12-31,2025-01-02,2027-05-22,Lease agreement for Office in NY for 29 months. Condition: Fair.
2356,2024-12-31,2025-01-19,2026-02-13,Lease agreement for Office in NY for 13 months. Condition: Fair.
2357,2024-11-25,2024-12-24,2026-02-17,Lease agreement for Villa in IL for 14 months. Condition: Good.
2358,2024-12-31,2025-01-17,2026-03-13,Lease agreement for Villa in IL for 14 months. Condition: Good.
2359,2024-12-25,2025-01-04,2026-08-27,Lease agreement for Apartment in IL for 20 months. Condition: Good.
2360,2024-12-31,2025-01-27,2027-02-16,Lease agreement for Apartment in IL for 25 months. Condition: Good.
2361,2023-06-05,2023-06-18,2024-08-11,Lease agreement for House in CA for 14 months. Condition: Good.
2362,2024-09-02,2024-09-25,2026-11-14,Lease agreement for House in CA for 26 months. Condition: Good.
2363,2023-07-22,2023-08-04,2026-06-19,Lease agreement for Villa in NY for 35 months. Condition: Fair.
2364,2024-12-31,2025-01-25,2027-04-15,Lease agreement for Villa in NY for 27 months. Condition: Fair.
2365,2024-12-31,2025-01-08,2027-06-27,Lease agreement for Villa in NY for 30 months. Condition: Fair.
2366,2024-06-18,2024-06-20,2026-03-12,Lease agreement for Office in NY for 21 months. Condition: Good.
2367,2024-12-31,2025-01-18,2027-10-05,Lease agreement for Office in NY for 33 months. Condition: Good.
2368,2024-12-31,2025-01-30,2025-09-27,Lease agreement for Office in NY for 8 months. Condition: Good.
2369,2023-03-20,2023-03-21,2026-01-04,Lease agreement for Studio in FL for 34 months. Condition: Poor.
2370,2024-12-13,2024-12-22,2025-11-17,Lease agreement for Apartment in CA for 11 months. Condition: Poor.
2371,2024-12-31,2025-01-01,2026-09-23,Lease agreement for Apartment in CA for 21 months. Condition: Poor.
2372,2024-10-03,2024-10-15,2026-12-04,Lease agreement for Studio in IL for 26 months. Condition: Good.
2373,2024-09-22,2024-10-06,2027-03-25,Lease agreement for House in IL for 30 months. Condition: Poor.
2374,2024-05-09,2024-05-13,2026-10-30,Lease agreement for Villa in IL for 30 months. Condition: Good.
2375,2024-12-31,2025-01-25,2026-10-17,Lease agreement for Villa in IL for 21 months. Condition: Good.
2376,2024-05-09,2024-06-08,2025-06-03,Lease agreement for Villa in NY for 12 months. Condition: Good.
2377,2024-12-31,2025-01-03,2027-07-22,Lease agreement for Villa in NY for 31 months. Condition: Good.
2378,2023-04-08,2023-04-29,2023-12-25,Lease agreement for House in IL for 8 months. Condition: Good.
2379,2024-02-06,2024-03-03,2025-11-23,Lease agreement for House in IL for 21 months. Condition: Good.
2380,2024-09-22,2024-09-27,2026-04-20,Lease agreement for Office in NY for 19 months. Condition: Good.
2381,2024-11-19,2024-12-05,2027-08-22,Lease agreement for House in NY for 33 months. Condition: Poor.
2382,2024-12-31,2025-01-21,2027-07-10,Lease agreement for House in NY for 30 months. Condition: Poor.
2383,2022-01-21,2022-02-12,2023-08-06,Lease agreement for House in CA for 18 months. Condition: Fair.
2384,2024-05-27,2024-06-16,2025-06-11,Lease agreement for House in CA for 12 months. Condition: Fair.
2385,2023-04-20,2023-05-17,2024-05-11,Lease agreement for Studio in TX for 12 months. Condition: Good.
2386,2023-05-31,2023-06-28,2024-11-19,Lease agreement for Studio in NY for 17 months. Condition: Fair.
2387,2024-11-21,2024-12-04,2027-11-19,Lease agreement for Studio in NY for 36 months. Condition: Fair.
2388,2024-12-31,2025-01-28,2027-02-17,Lease agreement for Studio in NY for 25 months. Condition: Fair.
2389,2023-04-09,2023-04-30,2024-07-23,Lease agreement for Studio in NY for 15 months. Condition: Fair.
2390,2024-09-19,2024-09-24,2027-04-12,Lease agreement for Studio in NY for 31 months. Condition: Fair.
2391,2024-12-31,2025-01-13,2026-04-08,Lease agreement for Studio in NY for 15 months. Condition: Fair.
2392,2024-12-27,2025-01-15,2025-09-12,Lease agreement for Villa in FL for 8 months. Condition: Fair.
2393,2024-12-31,2025-01-22,2027-05-12,Lease agreement for Villa in FL for 28 months. Condition: Fair.
2394,2024-12-31,2025-01-05,2026-12-26,Lease agreement for Villa in FL for 24 months. Condition: Fair.
2395,2023-06-27,2023-07-17,2025-11-03,Lease agreement for House in TX for 28 months. Condition: Good.
2396,2024-05-10,2024-06-03,2026-01-24,Lease agreement for Apartment in NY for 20 months. Condition: Fair.
2397,2024-12-31,2025-01-15,2026-01-10,Lease agreement for Apartment in NY for 12 months. Condition: Fair.
2398,2022-04-25,2022-05-12,2024-03-02,Lease agreement for Studio in CA for 22 months. Condition: Good.
2399,2024-10-07,2024-10-18,2027-05-06,Lease agreement for Studio in CA for 31 months. Condition: Good.
2400,2024-08-30,2024-09-27,2026-02-19,Lease agreement for Villa in NY for 17 months. Condition: Good.
2401,2024-12-31,2025-01-20,2026-12-11,Lease agreement for Villa in NY for 23 months. Condition: Good.
2402,2024-12-31,2025-01-21,2026-02-15,Lease agreement for Villa in NY for 13 months. Condition: Good.
2403,2022-04-23,2022-05-21,2025-03-06,Lease agreement for Villa in TX for 34 months. Condition: Poor.
2404,2024-12-31,2025-01-20,2025-09-17,Lease agreement for Villa in TX for 8 months. Condition: Poor.
2405,2024-12-31,2025-01-09,2025-09-06,Lease agreement for Villa in TX for 8 months. Condition: Poor.
2406,2024-07-10,2024-08-02,2025-07-28,Lease agreement for Office in CA for 12 months. Condition: Fair.
2407,2024-07-12,2024-07-23,2025-04-19,Lease agreement for Apartment in IL for 9 months. Condition: Fair.
2408,2024-12-31,2025-01-03,2026-09-25,Lease agreement for Apartment in IL for 21 months. Condition: Fair.
2409,2024-12-31,2025-01-01,2026-08-24,Lease agreement for Apartment in IL for 20 months. Condition: Fair.
2410,2022-02-26,2022-03-06,2023-04-30,Lease agreement for Studio in CA for 14 months. Condition: Poor.
2411,2023-05-06,2023-05-14,2025-08-31,Lease agreement for Studio in CA for 28 months. Condition: Poor.
2412,2023-05-10,2023-05-21,2024-01-16,Lease agreement for House in CA for 8 months. Condition: Fair.
2413,2024-08-20,2024-09-04,2026-04-27,Lease agreement for House in CA for 20 months. Condition: Fair.
2414,2024-12-31,2025-01-13,2026-10-05,Lease agreement for House in CA for 21 months. Condition: Fair.
2415,2020-12-10,2021-01-02,2022-01-27,Lease agreement for Apartment in FL for 13 months. Condition: Good.
2416,2024-05-20,2024-06-09,2026-01-30,Lease agreement for Villa in IL for 20 months. Condition: Fair.
2417,2023-11-15,2023-12-04,2024-12-28,Lease agreement for House in IL for 13 months. Condition: Good.
2418,2024-12-29,2025-01-04,2025-11-30,Lease agreement for House in IL for 11 months. Condition: Good.
2419,2024-12-31,2025-01-02,2026-05-27,Lease agreement for House in IL for 17 months. Condition: Good.
2420,2022-03-16,2022-04-02,2024-03-22,Lease agreement for Office in CA for 24 months. Condition: Poor.
2421,2024-04-16,2024-05-05,2024-11-01,Lease agreement for Office in CA for 6 months. Condition: Poor.
2422,2021-10-28,2021-10-30,2023-05-23,Lease agreement for House in IL for 19 months. Condition: Good.
2423,2023-11-15,2023-12-05,2025-04-28,Lease agreement for House in IL for 17 months. Condition: Good.
2424,2024-12-31,2025-01-19,2027-11-05,Lease agreement for House in IL for 34 months. Condition: Good.
2425,2024-06-23,2024-07-20,2027-06-05,Lease agreement for Villa in TX for 35 months. Condition: Fair.
2426,2024-12-31,2025-01-27,2027-12-13,Lease agreement for Villa in TX for 35 months. Condition: Fair.
2427,2022-12-13,2022-12-28,2023-11-23,Lease agreement for Studio in IL for 11 months. Condition: Fair.
2428,2024-04-13,2024-05-05,2025-06-29,Lease agreement for Studio in IL for 14 months. Condition: Fair.
2429,2021-02-15,2021-03-05,2022-04-29,Lease agreement for House in FL for 14 months. Condition: Fair.
2430,2024-12-05,2024-12-31,2026-05-25,Lease agreement for House in FL for 17 months. Condition: Fair.
2431,2024-12-31,2025-01-21,2025-10-18,Lease agreement for House in FL for 9 months. Condition: Fair.
2432,2024-02-28,2024-03-28,2025-04-22,Lease agreement for Office in FL for 13 months. Condition: Fair.
2433,2023-12-08,2023-12-30,2024-11-24,Lease agreement for Apartment in IL for 11 months. Condition: Good.
2434,2024-12-15,2024-12-25,2025-10-21,Lease agreement for Apartment in IL for 10 months. Condition: Good.
2435,2024-12-31,2025-01-23,2025-08-21,Lease agreement for Apartment in IL for 7 months. Condition: Good.
2436,2024-09-01,2024-09-03,2027-02-20,Lease agreement for Villa in CA for 30 months. Condition: Good.
2437,2024-12-31,2025-01-15,2027-07-04,Lease agreement for Villa in CA for 30 months. Condition: Good.
2438,2020-10-13,2020-10-25,2023-01-13,Lease agreement for Studio in CA for 27 months. Condition: Good.
2439,2023-08-28,2023-09-24,2024-05-21,Lease agreement for Studio in CA for 8 months. Condition: Good.
2440,2022-12-12,2022-12-13,2025-09-28,Lease agreement for Studio in TX for 34 months. Condition: Good.
2441,2024-12-31,2025-01-28,2026-01-23,Lease agreement for Studio in TX for 12 months. Condition: Good.
2442,2024-12-31,2025-01-06,2025-07-05,Lease agreement for Studio in TX for 6 months. Condition: Good.
2443,2022-01-20,2022-01-26,2024-12-11,Lease agreement for House in CA for 35 months. Condition: Good.
2444,2024-12-22,2024-12-25,2027-08-12,Lease agreement for House in CA for 32 months. Condition: Good.
2445,2024-12-31,2025-01-10,2025-11-06,Lease agreement for House in CA for 10 months. Condition: Good.
2446,2022-11-09,2022-12-09,2025-10-24,Lease agreement for Apartment in IL for 35 months. Condition: Good.
2447,2024-12-31,2025-01-28,2026-01-23,Lease agreement for Apartment in IL for 12 months. Condition: Good.
2448,2024-12-31,2025-01-18,2026-03-14,Lease agreement for Apartment in IL for 14 months. Condition: Good.
2449,2023-10-21,2023-11-02,2025-12-21,Lease agreement for Villa in IL for 26 months. Condition: Fair.
2450,2023-10-03,2023-10-08,2026-04-25,Lease agreement for Studio in TX for 31 months. Condition: Good.
2451,2021-12-28,2022-01-21,2023-02-15,Lease agreement for Villa in CA for 13 months. Condition: Fair.
2452,2024-09-05,2024-09-25,2026-04-18,Lease agreement for Villa in CA for 19 months. Condition: Fair.
2453,2024-12-31,2025-01-18,2027-03-09,Lease agreement for Villa in CA for 26 months. Condition: Fair.
2454,2024-06-19,2024-07-11,2026-10-29,Lease agreement for House in FL for 28 months. Condition: Good.
2455,2024-12-31,2025-01-21,2026-11-12,Lease agreement for House in FL for 22 months. Condition: Good.
2456,2024-12-31,2025-01-08,2025-12-04,Lease agreement for House in FL for 11 months. Condition: Good.
2457,2024-02-28,2024-03-04,2026-11-19,Lease agreement for Studio in IL for 33 months. Condition: Good.
2458,2024-06-11,2024-07-01,2025-08-25,Lease agreement for House in IL for 14 months. Condition: Good.
2459,2024-12-31,2025-01-11,2027-05-31,Lease agreement for House in IL for 29 months. Condition: Good.
2460,2023-01-13,2023-02-01,2024-09-23,Lease agreement for Studio in FL for 20 months. Condition: Fair.
2461,2024-11-24,2024-12-07,2026-04-01,Lease agreement for Studio in FL for 16 months. Condition: Fair.
2462,2023-01-19,2023-02-11,2024-07-05,Lease agreement for Apartment in FL for 17 months. Condition: Fair.
2463,2024-10-30,2024-11-25,2026-05-19,Lease agreement for Apartment in FL for 18 months. Condition: Fair.
2464,2022-06-27,2022-06-29,2025-02-13,Lease agreement for Apartment in CA for 32 months. Condition: Fair.
2465,2024-12-31,2025-01-02,2025-09-29,Lease agreement for Apartment in CA for 9 months. Condition: Fair.
2466,2024-12-31,2025-01-14,2027-10-01,Lease agreement for Apartment in CA for 33 months. Condition: Fair.
2467,2021-09-30,2021-10-10,2024-07-26,Lease agreement for Office in IL for 34 months. Condition: Fair.
2468,2024-12-23,2025-01-10,2025-07-09,Lease agreement for Office in IL for 6 months. Condition: Fair.
2469,2024-12-31,2025-01-14,2026-08-07,Lease agreement for Office in IL for 19 months. Condition: Fair.
2470,2022-12-14,2022-12-29,2025-11-13,Lease agreement for Apartment in FL for 35 months. Condition: Good.
2471,2024-12-31,2025-01-28,2025-07-27,Lease agreement for Apartment in FL for 6 months. Condition: Good.
2472,2024-12-31,2025-01-20,2027-12-06,Lease agreement for Apartment in FL for 35 months. Condition: Good.
2473,2023-03-21,2023-04-08,2025-03-28,Lease agreement for Apartment in TX for 24 months. Condition: Good.
2474,2024-12-31,2025-01-09,2026-12-30,Lease agreement for Apartment in TX for 24 months. Condition: Good.
2475,2024-12-31,2025-01-22,2027-03-13,Lease agreement for Apartment in TX for 26 months. Condition: Good.
2476,2022-10-06,2022-10-19,2024-05-11,Lease agreement for Villa in CA for 19 months. Condition: Good.
2477,2024-06-12,2024-06-15,2026-07-05,Lease agreement for Villa in CA for 25 months. Condition: Good.
2478,2024-12-31,2025-01-09,2025-11-05,Lease agreement for Villa in CA for 10 months. Condition: Good.
2479,2023-02-27,2023-03-14,2024-11-03,Lease agreement for Office in FL for 20 months. Condition: Good.
2480,2024-11-28,2024-12-09,2025-12-04,Lease agreement for Office in FL for 12 months. Condition: Good.
2481,2024-12-31,2025-01-20,2027-02-09,Lease agreement for Office in FL for 25 months. Condition: Good.
2482,2023-09-09,2023-10-08,2026-01-25,Lease agreement for Villa in IL for 28 months. Condition: Good.
2483,2024-12-31,2025-01-04,2025-07-03,Lease agreement for Villa in IL for 6 months. Condition: Good.
2484,2024-12-31,2025-01-09,2026-12-30,Lease agreement for Villa in IL for 24 months. Condition: Good.
2485,2023-01-09,2023-01-30,2024-08-22,Lease agreement for Villa in FL for 19 months. Condition: Good.
2486,2024-11-14,2024-11-27,2027-08-14,Lease agreement for Villa in IL for 33 months. Condition: Fair.
2487,2024-12-31,2025-01-08,2027-01-28,Lease agreement for Villa in IL for 25 months. Condition: Fair.
2488,2024-07-03,2024-07-21,2025-08-15,Lease agreement for Studio in IL for 13 months. Condition: Good.
2489,2024-12-31,2025-01-13,2027-03-04,Lease agreement for Studio in IL for 26 months. Condition: Good.
2490,2024-12-31,2025-01-26,2026-01-21,Lease agreement for Studio in IL for 12 months. Condition: Good.
2491,2022-12-13,2022-12-26,2025-09-11,Lease agreement for House in NY for 33 months. Condition: Good.
2492,2021-09-07,2021-09-29,2022-07-26,Lease agreement for Office in NY for 10 months. Condition: Good.
2493,2023-07-31,2023-08-24,2025-12-11,Lease agreement for Office in NY for 28 months. Condition: Good.
2494,2024-11-20,2024-12-04,2027-11-19,Lease agreement for Studio in CA for 36 months. Condition: Poor.
2495,2024-12-03,2024-12-31,2027-12-16,Lease agreement for Apartment in TX for 36 months. Condition: Good.
2496,2024-12-31,2025-01-17,2027-03-08,Lease agreement for Apartment in TX for 26 months. Condition: Good.
2497,2024-12-31,2025-01-09,2027-10-26,Lease agreement for Apartment in TX for 34 months. Condition: Good.
2498,2021-10-22,2021-11-01,2022-11-26,Lease agreement for Studio in IL for 13 months. Condition: Good.
2499,2024-01-02,2024-01-04,2025-04-28,Lease agreement for Studio in IL for 16 months. Condition: Good.
2500,2024-12-31,2025-01-15,2026-09-07,Lease agreement for Studio in IL for 20 months. Condition: Good.
2501,2024-08-09,2024-09-07,2025-04-05,Lease agreement for House in CA for 7 months. Condition: Good.
2502,2024-12-31,2025-01-18,2027-04-08,Lease agreement for House in CA for 27 months. Condition: Good.
2503,2024-12-31,2025-01-26,2027-07-15,Lease agreement for House in CA for 30 months. Condition: Good.
2504,2022-12-02,2022-12-27,2024-05-20,Lease agreement for Villa in IL for 17 months. Condition: Good.
2505,2022-12-26,2023-01-20,2024-02-14,Lease agreement for Office in IL for 13 months. Condition: Good.
